"region","site_code","transect","quadrat_meter","taxon_id","abundance_5.6","abundance_4.0","abundance_2.8","abundance_2.0","abundance_1.4","abundance_1.0","abundance_0.71","abundance_0.5","taxon_abundance_total","year","quadrat_unique_code","transect_unique_code","site_unique_code"
"OR","E","U2","m4","Cancer branneri",1,NA,NA,NA,NA,NA,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","unknown worm",1,NA,NA,NA,NA,NA,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","Lacuna sp.",NA,NA,NA,3,2,10,6,1,22,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","unknown amphipod B",NA,NA,NA,1,1,NA,NA,NA,2,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","Crangon franciscorum",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","Platynereis bicanaliculata",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","Ampithoe sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m4","Mytilidae",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","OR.E.U2.m4.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","Cancer branneri",1,NA,NA,NA,NA,NA,NA,NA,1,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","Polynoid A",NA,1,NA,NA,NA,NA,NA,NA,1,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","Monocorophium sp.",NA,NA,NA,1,NA,4,NA,NA,5,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","Lacuna sp.",NA,NA,NA,1,11,1,NA,NA,13,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","unknown amphipod B",NA,NA,NA,1,3,1,NA,NA,5,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","bivalve A",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U2","m16","Caprella laeviuscula",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.U2.m16.2021","OR.E.U2.2021","OR.E.2021"
"OR","E","U3","m4","Polynoid A",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","Opheliidae",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","bivalve A",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","unknown amphipod B",NA,NA,NA,1,NA,1,NA,NA,2,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","Lacuna vincta",NA,NA,NA,NA,3,6,1,NA,10,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","Lacuna variegata",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m4","bivalve B",NA,NA,NA,NA,NA,NA,NA,2,2,"2021","OR.E.U3.m4.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","Cancer branneri",1,NA,NA,NA,NA,NA,NA,NA,1,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","Idotea ochotensis",NA,NA,1,NA,NA,NA,NA,NA,1,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","bivalve A",NA,NA,NA,1,2,NA,NA,NA,3,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","Ampithoe sp.",NA,NA,NA,1,NA,1,NA,NA,2,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","Lacuna sp.",NA,NA,NA,NA,17,23,10,2,52,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","U3","m16","unknown amphipod B",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.U3.m16.2021","OR.E.U3.2021","OR.E.2021"
"OR","E","L4","m4","Lacuna sp.",NA,NA,NA,2,6,6,3,1,18,"2021","OR.E.L4.m4.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L4","m4","Pentidotea sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","OR.E.L4.m4.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L4","m16","Lacuna sp.",NA,NA,NA,2,20,23,6,2,53,"2021","OR.E.L4.m16.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L4","m16","Pentidotea resecata",NA,NA,NA,1,1,NA,NA,NA,2,"2021","OR.E.L4.m16.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L4","m16","bivalve B",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","OR.E.L4.m16.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L4","m16","Nereis sp.",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","OR.E.L4.m16.2021","OR.E.L4.2021","OR.E.2021"
"OR","E","L5","m4","Lacuna sp.",NA,NA,NA,8,50,72,1,3,134,"2021","OR.E.L5.m4.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m4","Pentidotea resecata",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.L5.m4.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m4","gastropod E",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","OR.E.L5.m4.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m4","bivalve B",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","OR.E.L5.m4.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Polynoid A",NA,NA,1,NA,NA,NA,NA,NA,1,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Platynereis bicanaliculata",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Lacuna sp.",NA,NA,NA,3,26,53,23,5,110,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Pentidotea resecata",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Ampithoe sp.",NA,NA,NA,NA,2,NA,NA,NA,2,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L5","m16","Mytilidae",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","OR.E.L5.m16.2021","OR.E.L5.2021","OR.E.2021"
"OR","E","L6","m4","Lacuna sp.",NA,NA,NA,1,50,120,37,8,216,"2021","OR.E.L6.m4.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m4","Ampithoe lacertosa",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","OR.E.L6.m4.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m4","Pentidotea resecata",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","OR.E.L6.m4.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","OR.E.L6.m4.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m16","Lacuna sp.",NA,NA,NA,2,33,40,21,2,98,"2021","OR.E.L6.m16.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m16","Pentidotea resecata",NA,NA,1,3,3,1,NA,NA,8,"2021","OR.E.L6.m16.2021","OR.E.L6.2021","OR.E.2021"
"OR","E","L6","m16","Mytilidae",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","OR.E.L6.m16.2021","OR.E.L6.2021","OR.E.2021"
"SD","A","U1","m4","Paranthura elegans",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Hippolyte sp.",NA,NA,1,NA,NA,NA,NA,NA,1,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Protohyale sp.",NA,NA,NA,1,1,4,NA,NA,6,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Ampithoe valida",NA,NA,NA,4,3,NA,NA,NA,7,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Assiminea californica",NA,NA,NA,1,1,7,NA,NA,9,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Arcuatula senhousia",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Paradexamine sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Amphipholis squamata",NA,NA,NA,NA,1,1,NA,NA,2,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m4","Tectura depicta",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.U1.m4.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m16","Arcuatula senhousia",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.U1.m16.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m16","Assiminea californica",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U1.m16.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m16","Protohyale sp.",NA,NA,NA,NA,1,NA,NA,1,2,"2021","SD.A.U1.m16.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U1","m16","Ampithoe sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U1.m16.2021","SD.A.U1.2021","SD.A.2021"
"SD","A","U2","m4","Protohyale sp.",NA,NA,NA,NA,NA,1,1,NA,2,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m4","Caprella sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m4","Assiminea californica",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m4","Erichthonius brasiliensis",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","SD.A.U2.m4.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m16","Ampithoe valida",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U2.m16.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m16","Caprella californica",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U2.m16.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m16","Protohyale sp.",NA,NA,NA,NA,NA,2,NA,1,3,"2021","SD.A.U2.m16.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m16","bivalve A",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.U2.m16.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U2","m16","Podocerus sp.",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","SD.A.U2.m16.2021","SD.A.U2.2021","SD.A.2021"
"SD","A","U3","m4","Arcuatula senhousia",1,1,1,NA,1,1,NA,NA,5,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Tectura depicta",NA,1,NA,NA,NA,NA,NA,NA,1,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Alia thin",NA,1,3,4,NA,NA,NA,NA,8,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Ampithoe sp.",NA,NA,2,10,10,6,NA,NA,28,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Paradexamine sp.",NA,NA,NA,NA,3,1,NA,NA,4,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Amphipholis squamata",NA,NA,NA,1,1,NA,NA,NA,2,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Assiminea californica",NA,NA,NA,NA,1,8,NA,1,10,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Protohyale sp.",NA,NA,NA,NA,10,17,3,NA,30,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Paracerceis sculpta",NA,NA,NA,NA,2,1,NA,NA,3,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Paranthura elegans",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Acteocina inculta",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","bivalve A",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","SD.A.U3.m4.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Alia thin",NA,1,NA,NA,NA,NA,NA,NA,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Ampithoe sp.",NA,NA,3,4,1,NA,NA,NA,8,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Aoroides sp.",NA,NA,1,NA,NA,NA,NA,NA,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Arcuatula senhousia",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Tectura depicta",NA,NA,NA,1,1,NA,NA,NA,2,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Protohyale sp.",NA,NA,NA,NA,4,4,NA,NA,8,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Assiminea californica",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Caridea",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","U3","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,1,1,"2021","SD.A.U3.m16.2021","SD.A.U3.2021","SD.A.2021"
"SD","A","L4","m4","Heptacarpus paludicola",NA,1,1,NA,NA,NA,NA,NA,2,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Tectura depicta",NA,NA,1,NA,NA,NA,NA,NA,1,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Protohyale sp.",NA,NA,NA,1,7,4,1,NA,13,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Paracerceis sculpta",NA,NA,NA,1,1,NA,NA,NA,2,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Leucothoe sp.",NA,NA,NA,2,2,1,NA,NA,5,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Podocerus fulanus",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Paradexamine sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m4","Assiminea californica",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L4.m4.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Arcuatula senhousia",9,2,1,NA,NA,NA,NA,NA,12,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Amphipholis squamata",3,1,9,NA,5,5,1,NA,24,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Tectura depicta",NA,2,2,NA,NA,1,NA,NA,5,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Hippolyte californiensis",NA,1,NA,1,NA,NA,NA,NA,2,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Nemertean",NA,NA,2,NA,1,NA,NA,NA,3,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Ampithoe sp.",NA,NA,4,4,2,NA,4,NA,14,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Assiminea californica",NA,NA,NA,NA,4,6,NA,NA,10,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Alia thin",NA,NA,1,2,NA,NA,NA,NA,3,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Paracerceis sculpta",NA,NA,1,3,3,2,NA,NA,9,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Protohyale sp.",NA,NA,NA,2,12,23,4,NA,41,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","amphipod D",NA,NA,1,NA,3,NA,NA,NA,4,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Zeuxo normani",NA,NA,NA,NA,2,5,3,NA,10,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L4","m16","Paradexamine sp.",NA,NA,NA,NA,NA,6,NA,NA,6,"2021","SD.A.L4.m16.2021","SD.A.L4.2021","SD.A.2021"
"SD","A","L5","m4","Arcuatula senhousia",4,1,NA,NA,NA,NA,NA,NA,5,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Polynoid A",NA,1,NA,1,NA,NA,NA,NA,2,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Paracerceis sculpta",NA,NA,1,2,1,NA,NA,NA,4,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Ampithoe sp.",NA,NA,2,2,6,4,2,1,17,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","amphipod A",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Amphipholis squamata",NA,NA,1,5,3,2,1,NA,12,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Tectura depicta",NA,NA,1,NA,NA,NA,1,NA,2,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Protohyale sp.",NA,NA,1,1,8,36,32,15,93,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Hippolyte californiensis",NA,NA,1,1,NA,NA,NA,NA,2,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Caprella laeviuscula",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Assiminea californica",NA,NA,NA,NA,1,3,NA,NA,4,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Paradexamine sp.",NA,NA,NA,NA,NA,4,3,NA,7,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Erichthonius brasiliensis",NA,NA,NA,NA,NA,1,1,NA,2,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Aoridae",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m4","Zeuxo normani",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L5.m4.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Arcuatula senhousia",1,NA,2,1,1,NA,NA,NA,5,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Haminoea japonica",1,NA,NA,NA,NA,NA,NA,NA,1,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Amphipholis squamata",NA,1,NA,1,NA,3,1,1,7,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Hippolyte californiensis",NA,NA,1,4,NA,NA,NA,NA,5,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Ampithoe sp.",NA,NA,NA,2,2,2,NA,1,7,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Protohyale sp.",NA,NA,NA,2,10,31,14,3,60,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Paracerceis sculpta",NA,NA,NA,2,NA,NA,NA,NA,2,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Paranthura elegans",NA,NA,NA,1,NA,NA,NA,NA,1,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Assiminea californica",NA,NA,NA,NA,NA,6,NA,NA,6,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","Tectura depicta",NA,NA,NA,NA,NA,1,NA,NA,1,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L5","m16","amphipod D",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L5.m16.2021","SD.A.L5.2021","SD.A.2021"
"SD","A","L6","m4","Arcuatula senhousia",3,1,1,NA,NA,NA,NA,NA,5,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Tectura depicta",NA,NA,1,1,NA,1,NA,NA,3,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Paracerceis sculpta",NA,NA,1,3,NA,1,NA,NA,5,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Hippolyte californiensis",NA,NA,1,1,NA,NA,NA,NA,2,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Amphipholis squamata",NA,NA,NA,3,5,NA,NA,NA,8,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Ampithoe sp.",NA,NA,NA,2,4,1,1,NA,8,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Protohyale sp.",NA,NA,NA,NA,7,16,5,NA,28,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Assiminea californica",NA,NA,NA,NA,3,2,NA,NA,5,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Alia thin",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m4","Paradexamine sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L6.m4.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Arcuatula senhousia",1,1,NA,NA,NA,NA,NA,NA,2,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Tectura depicta",NA,3,3,2,1,NA,NA,NA,9,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Alia thin",NA,NA,1,2,NA,NA,NA,NA,3,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Hippolyte californiensis",NA,NA,1,NA,2,NA,NA,NA,3,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Ampithoe sp.",NA,NA,NA,1,1,NA,NA,NA,2,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Protohyale sp.",NA,NA,NA,2,10,9,4,NA,25,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Amphipholis squamata",NA,NA,NA,2,2,NA,1,NA,5,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Podocerus fulanus",NA,NA,NA,NA,1,2,NA,NA,3,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","A","L6","m16","Assiminea californica",NA,NA,NA,NA,NA,NA,1,NA,1,"2021","SD.A.L6.m16.2021","SD.A.L6.2021","SD.A.2021"
"SD","B","U1","m4","Assiminea californica",NA,NA,NA,NA,3,20,NA,NA,23,"2021","SD.B.U1.m4.2021","SD.B.U1.2021","SD.B.2021"
"SD","B","U1","m4","Caprella laeviuscula",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.B.U1.m4.2021","SD.B.U1.2021","SD.B.2021"
"SD","B","U1","m4","Mayerella acanthopoda",NA,NA,NA,NA,1,NA,NA,NA,1,"2021","SD.B.U1.m4.2021","SD.B.U1.2021","SD.B.2021"
